ID,Target Pressure (bar)
0,0.20553908
1,0.20318422
2,0.20082934
3,0.19400293
4,0.19164805
5,0.18929318
6,0.18119617
7,0.17829439
8,0.17539258
9,0.6976498
10,0.6839724
11,0.67029506
12,0.6455944
13,0.6319044
14,0.6182144
15,0.5935078
16,0.57981783
17,0.56612784
18,0.34548855
19,0.33685356
20,0.32821858
21,0.27654648
22,0.26042515
23,0.24430381
24,0.22339281
25,0.2230036
26,0.22261435
27,0.0690208
28,0.06513186
29,0.062181883
30,0.050725408
31,0.04876092
32,0.04758361
33,0.04610432
34,0.045931634
35,0.045758948
36,0.42143965
37,0.39061674
38,0.35979384
39,0.35308373
40,0.3222608
41,0.2914379
42,0.28472775
43,0.25390485
44,0.22308193
45,0.22576511
46,0.21219184
47,0.19861858
48,0.10950429
49,0.088694826
50,0.07307832
51,0.07875942
52,0.07594809
53,0.07346377
54,0.14483514
55,0.14123291
56,0.13763066
57,0.13325852
58,0.12936959
59,0.12548065
60,0.1209386
61,0.11704965
62,0.113160715
63,0.5137023
64,0.48287937
65,0.45205644
66,0.48202887
67,0.45120597
68,0.42038304
69,0.45035547
70,0.41953257
71,0.38870966
72,0.2837879
73,0.27021462
74,0.25664133
75,0.17993952
76,0.16888896
77,0.15783839
78,0.15289783
79,0.14736882
80,0.14183977
81,0.08261554
82,0.0791128
83,0.075610064
84,0.060211994
85,0.057065956
86,0.05437886
87,0.0460855
88,0.04591104
89,0.045736585
90,0.42181954
91,0.4005149
92,0.3792103
93,0.35095954
94,0.32965493
95,0.30835032
96,0.28009957
97,0.25879496
98,0.23749034
99,0.24057016
100,0.22974037
101,0.21891059
102,0.13144726
103,0.109549694
104,0.08765213
105,0.09467028
106,0.09037596
107,0.085887164
108,0.119636744
109,0.11628849
110,0.11294024
111,0.09971582
112,0.09636757
113,0.09301931
114,0.0797949
115,0.076446645
116,0.07309839
117,0.48829025
118,0.47079295
119,0.45329565
120,0.43190736
121,0.41441005
122,0.39691275
123,0.37552446
124,0.3580272
125,0.34052986
126,0.27228114
127,0.26254874
128,0.25281638
129,0.17236564
130,0.15405534
131,0.1357451
132,0.11254404
133,0.11100183
134,0.109459616
135,0.10420738
136,0.10031843
137,0.0964295
138,0.08695343
139,0.0830645
140,0.079175554
141,0.069699496
142,0.066328265
143,0.06343762
144,0.48914814
145,0.45832515
146,0.4275023
147,0.43726617
148,0.40644327
149,0.37562037
150,0.38538423
151,0.35456133
152,0.3237384
153,0.26380122
154,0.25022793
155,0.23665465
156,0.14392966
157,0.12737525
158,0.11082082
159,0.121427245
160,0.1158982
161,0.11036917
162,0.10461175
163,0.101031765
164,0.09745179
165,0.08791726
166,0.08433728
167,0.080757305
168,0.071222775
169,0.06764279
170,0.06475523
171,0.46323544
172,0.44002718
173,0.41681886
174,0.410927
175,0.3877187
176,0.36451042
177,0.35861853
178,0.3354103
179,0.31220198
180,0.24030533
181,0.22892685
182,0.21754837
183,0.14297736
184,0.12653108
185,0.110084794
186,0.107112736
187,0.10386189
188,0.10061104
189,0.088327885
190,0.084438935
191,0.08055
192,0.07511502
193,0.071226075
194,0.06733713
195,0.061902158
196,0.058273774
197,0.055383123
198,0.40880793
199,0.37798506
200,0.3471621
201,0.37504685
202,0.34422392
203,0.313401
204,0.34128574
205,0.31046283
206,0.2796399
207,0.24583474
208,0.23226146
209,0.21868819
210,0.12172966
211,0.10998097
212,0.098232284
213,0.11091411
214,0.10538507
215,0.09945635
216,0.10565698
217,0.10261768
218,0.099578395
219,0.078727804
220,0.07568851
221,0.07264921
222,0.052248694
223,0.049805865
224,0.047746375
225,0.38049647
226,0.3706138
227,0.36073118
228,0.29905543
229,0.28917277
230,0.2792901
231,0.21761437
232,0.21421152
233,0.21421152
234,0.24313183
235,0.23559423
236,0.22805664
237,0.15441799
238,0.12898214
239,0.10354632
240,0.084954046
241,0.084984116
242,0.08501418
243,0.14174469
244,0.13814245
245,0.1345402
246,0.13257918
247,0.12897693
248,0.12537469
249,0.12304258
250,0.11915363
251,0.1152647
252,0.54421675
253,0.5133938
254,0.48257095
255,0.5208913
256,0.49006838
257,0.45924547
258,0.4975658
259,0.46674287
260,0.43591997
261,0.29168722
262,0.27811396
263,0.26454067
264,0.18324485
265,0.17448428
266,0.16572371
267,0.15023884
268,0.1447098
269,0.13918076
270,0.084745765
271,0.08132027
272,0.07789477
273,0.062172394
274,0.058746897
275,0.056023493
276,0.045852773
277,0.04567796
278,0.04550315
279,0.37935168
280,0.35995072
281,0.34054974
282,0.31329823
283,0.29389727
284,0.27449632
285,0.24724479
286,0.2278438
287,0.21421152
288,0.23006989
289,0.2197888
290,0.20950772
291,0.12501207
292,0.10396952
293,0.082926966
294,0.08104955
295,0.07756546
296,0.07520968
297,0.10944188
298,0.10640259
299,0.10336329
300,0.09744986
301,0.09441057
302,0.09137128
303,0.08545785
304,0.08241855
305,0.07937926
306,0.4074033
307,0.39752066
308,0.38763794
309,0.3782311
310,0.3683484
311,0.3584658
312,0.3490589
313,0.33917624
314,0.3292936
315,0.24041606
316,0.23287846
317,0.22534087
318,0.15688951
319,0.14642459
320,0.13595966
321,0.11066819
322,0.111404166
323,0.11214014
324,0.11241053
325,0.10883055
326,0.10525057
327,0.10181683
328,0.09823686
329,0.09465688
330,0.09122314
331,0.08764316
332,0.08406319
333,0.46175978
334,0.4385515
335,0.4153432
336,0.43759143
337,0.41438317
338,0.39117488
339,0.41342312
340,0.39021486
341,0.36700657
342,0.2667042
343,0.25532568
344,0.24394722
345,0.15989266
346,0.15085024
347,0.14180782
348,0.13357732
349,0.13032648
350,0.12707561
351,0.10733609
352,0.10391059
353,0.1004851
354,0.0875725
355,0.084147006
356,0.0807215
357,0.06780891
358,0.064734876
359,0.062088497
360,0.47314936
361,0.4537484
362,0.43434742
363,0.40846163
364,0.3890607
365,0.36965975
366,0.34377396
367,0.324373
368,0.30497205
369,0.2456113
370,0.2353302
371,0.22504911
372,0.15330757
373,0.13347398
374,0.11364041
375,0.09886118
376,0.09674942
377,0.09420983
378,0.11116423
379,0.107198045
380,0.10323186
381,0.09777458
382,0.093808405
383,0.08984223
384,0.08438495
385,0.080418766
386,0.07645259
387,0.43487364
388,0.40214708
389,0.36942053
390,0.40243378
391,0.36970723
392,0.33698064
393,0.3699939
394,0.33726734
395,0.30454078
396,0.24996853
397,0.23584656
398,0.2217246
399,0.1357099
400,0.12415226
401,0.112594634
402,0.104770035
403,0.098671444
404,0.09215779
405,0.10059714
406,0.09701716
407,0.09343718
408,0.08570795
409,0.082127966
410,0.078547984
411,0.07081875
412,0.06723878
413,0.06372212
414,0.4518992
415,0.4286909
416,0.40548262
417,0.41074973
418,0.3875414
419,0.36433312
420,0.3696002
421,0.34639195
422,0.32318366
423,0.2583487
424,0.24697022
425,0.23559172
426,0.14750186
427,0.13378407
428,0.120066255
429,0.10991258
430,0.10666174
431,0.10341088
432,0.10484477
433,0.101728246
434,0.098611705
435,0.09109738
436,0.087980844
437,0.0848643
438,0.07734998
439,0.07423346
440,0.07111692
441,0.42713833
442,0.41535208
443,0.40356573
444,0.38692394
445,0.3751376
446,0.3633513
447,0.34670946
448,0.33492315
449,0.32313684
450,0.24813263
451,0.24004632
452,0.23196004
453,0.1617787
454,0.14862433
455,0.13546996
456,0.109025784
457,0.109192215
458,0.109358646
459,0.07912923
460,0.075858206
461,0.07258719
462,0.06011302
463,0.056842007
464,0.05369483
465,0.046041436
466,0.045553282
467,0.04537776
468,0.32725036
469,0.3116567
470,0.2960631
471,0.27471727
472,0.25912365
473,0.24353002
474,0.2221842
475,0.21421152
476,0.21421152
477,0.22091343
478,0.21172974
479,0.20254605
480,0.121673346
481,0.104399666
482,0.08712599
483,0.0721408
484,0.07092794
485,0.069817685
486,0.118748784
487,0.11555502
488,0.11236124
489,0.10367657
490,0.10048281
491,0.097289026
492,0.08860436
493,0.08541058
494,0.082216814
495,0.47743598
496,0.463746
497,0.45005602
498,0.4358586
499,0.4221686
500,0.40847862
501,0.3942812
502,0.38059124
503,0.36690128
504,0.26863718
505,0.26000214
506,0.25136715
507,0.17515056
508,0.16128966
509,0.14742877
510,0.12823117
511,0.12782803
512,0.12742493
513,0.09886897
514,0.09552072
515,0.09217246
516,0.083479226
517,0.08013097
518,0.07678272
519,0.068089485
520,0.064741224
521,0.061437506
522,0.4249818
523,0.40748453
524,0.38998717
525,0.37919295
526,0.36169565
527,0.34419835
528,0.3334041
529,0.3159068
530,0.2984095
531,0.23553552
532,0.22580312
533,0.21607074
534,0.1426524
535,0.12788473
536,0.113117054
537,0.10391547
538,0.10237326
539,0.10083105
540,0.09071015
541,0.087516375
542,0.0843226
543,0.07917917
544,0.07598539
545,0.07279161
546,0.06764818
547,0.06445441
548,0.061260626
549,0.3443409
550,0.33065093
551,0.31696093
552,0.31798115
553,0.30429116
554,0.2906012
555,0.2916214
556,0.27793142
557,0.26424143
558,0.2279366
559,0.21930163
560,0.21066663
561,0.1310977
562,0.12132248
563,0.11154726
564,0.103127345
565,0.102724224
566,0.101621054
567,0.0852528
568,0.08128661
569,0.077320434
570,0.073660105
571,0.06969392
572,0.06572774
573,0.062067404
574,0.058147497
575,0.055216137
576,0.36529204
577,0.3325655
578,0.2998389
579,0.33705348
580,0.30432692
581,0.27160034
582,0.3088149
583,0.27608836
584,0.24336177
585,0.22836608
586,0.21424411
587,0.20012213
588,0.1086534
589,0.09850067
590,0.08834794
591,0.10064522
592,0.09454664
593,0.08747664
594,0.11144
595,0.10824623
596,0.105052456
597,0.091257714
598,0.08806394
599,0.08487016
600,0.071075425
601,0.06788165
602,0.06468787
603,0.46925285
604,0.4555629
605,0.4418729
606,0.41052437
607,0.39683437
608,0.38314438
609,0.35179585
610,0.3381059
611,0.3244159
612,0.259982
613,0.25134698
614,0.242712
615,0.16436017
616,0.14551629
617,0.1266724
618,0.1084944
619,0.10809128
620,0.10762865
621,0.12303161
622,0.11960611
623,0.11618061
624,0.106043875
625,0.10261838
626,0.09919289
627,0.08905615
628,0.085630655
629,0.082205154
630,0.4842466
631,0.46484563
632,0.4454447
633,0.43298706
634,0.4135861
635,0.39418516
636,0.38172755
637,0.3623266
638,0.3429256
639,0.2568195
640,0.2465384
641,0.23625731
642,0.16430041
643,0.14795414
644,0.13160785
645,0.11862012
646,0.11650836
647,0.1143966
648,0.10327886
649,0.09946716
650,0.095655456
651,0.09146916
652,0.08765747
653,0.083845764
654,0.07965947
655,0.075847775
656,0.07203607
657,0.43528822
658,0.40636897
659,0.3774497
660,0.40480778
661,0.37588853
662,0.34696928
663,0.37432736
664,0.34540808
665,0.3164888
666,0.24480723
667,0.23178266
668,0.21875809
669,0.13567072
670,0.12501907
671,0.114367425
672,0.10625233
673,0.10129284
674,0.09633336
675,0.19790468
676,0.19548677
677,0.19306883
678,0.1871399
679,0.18416028
680,0.18118066
681,0.17406283
682,0.17108321
683,0.1681036
684,0.6396706
685,0.62407696
686,0.6084834
687,0.59401286
688,0.5784192
689,0.56282556
690,0.54835504
691,0.53276145
692,0.5171678
693,0.31794298
694,0.30875927
695,0.29957563
696,0.24955884
697,0.23508577
698,0.22061267
699,0.20923421
700,0.20826152
701,0.20728886
702,0.077878654
703,0.07422143
704,0.070564225
705,0.060358502
706,0.056902908
707,0.054134384
708,0.046481214
709,0.046307467
710,0.04613372
711,0.37690592
712,0.351794
713,0.32668206
714,0.3244016
715,0.29928964
716,0.27417773
717,0.27189723
718,0.24678533
719,0.2216734
720,0.22492102
721,0.21299383
722,0.20106666
723,0.114393026
724,0.09763047
725,0.08086792
726,0.08828066
727,0.08289896
728,0.07799043
729,0.08769986
730,0.08381092
731,0.079921976
732,0.05997029
733,0.057079636
734,0.05418899
735,0.04508376
736,0.044911075
737,0.04473839
738,0.43794772
739,0.40712482
740,0.37630188
741,0.34971336
742,0.31889045
743,0.28806752
744,0.261479
745,0.2306561
746,0.21421152
747,0.25155154
748,0.23797825
749,0.22440498
750,0.12953593
751,0.1020792
752,0.074622475
753,0.07715714
754,0.072848275
755,0.06984848
756,0.118792966
757,0.115753666
758,0.11271438
759,0.10166933
760,0.09863004
761,0.09559073
762,0.08454569
763,0.08150639
764,0.0784671
765,0.5113513
766,0.5014686
