ID,Target Pressure (bar)
0,0.30728063548623163
1,0.2867299426318682
2,0.32391129511676836
3,0.30022045770527417
4,0.25513777418537564
5,0.1996327282814757
6,0.12526516770731644
7,0.10733813039522462
8,0.20168472058609407
9,1.2098637446081126
10,1.141341913530017
11,1.1428044708964187
12,1.2562437939687554
13,1.1877219628906595
14,1.1210961911944957
15,0.9431037605376471
16,0.8846100151399692
17,0.9376256233756494
18,0.6698416018992728
19,0.6462976778200146
20,0.6696326508709619
21,0.645026647248345
22,0.5408976718894007
23,0.4766071743017386
24,0.2330375334218177
25,0.2416779223715849
26,0.2595589719068269
27,0.08819451057187574
28,0.07587771559853208
29,0.06187771055669031
30,0.04032720353068942
31,0.024601105159695047
32,0.019813864279388995
33,0.032615495284467215
34,0.02818185673587778
35,0.026554407360583905
36,0.5504717831028133
37,0.3615154773211953
38,0.25038177861547584
39,0.5415851107382004
40,0.35092179101767845
41,0.20653635742918672
42,0.3302504115816505
43,0.22481330156739637
44,0.18956026176936755
45,0.21066951690140384
46,0.1975859097144741
47,0.13241332514102871
48,0.055243230603116915
49,0.03974139984552915
50,0.04167764311569419
51,0.09564432793897525
52,0.08111776052072749
53,0.07281098003003783
54,0.16162891942820828
55,0.17185294094965559
56,0.16949887203904312
57,0.10490518263804861
58,0.11291425659013693
59,0.09446592639802127
60,0.057429602908246155
61,0.07969503360079046
62,0.0997322677402181
63,0.7112801818530745
64,0.7033004686190297
65,0.5591723716727285
66,0.7501631394350512
67,0.7474189517537131
68,0.5703758767465005
69,0.62340212772331
70,0.6248815059233499
71,0.4182994614195546
72,0.5452350558585888
73,0.5198441133757108
74,0.35111209498543705
75,0.2035074791547749
76,0.1621211800752711
77,0.17314737231280652
78,0.15997896960862373
79,0.18090009835657858
80,0.16972936516753365
81,0.0675185296728816
82,0.059829140370689135
83,0.06035194548793439
84,0.045241079167156924
85,0.036575161651567316
86,0.038810863423692034
87,0.033374599414139436
88,0.027066350563792748
89,0.04854375028554017
90,0.3971533581790972
91,0.3353648569251912
92,0.24269472727263852
93,0.3967640065131122
94,0.3587973180537399
95,0.2801726486042781
96,0.26466280008962345
97,0.24839030931422182
98,0.1878518596184855
99,0.2678362633887003
100,0.24340352578258698
101,0.20560810743337601
102,0.13220197322055535
103,0.11039778114631557
104,0.08768262231631072
105,0.088285126894997
106,0.0868814389436434
107,0.07883329474219675
108,0.13436717874885734
109,0.13623232383360306
110,0.13799863698573447
111,0.10717363684291366
112,0.09078113446173182
113,0.08422166654460986
114,0.0566967972495802
115,0.05647312860305682
116,0.0838998544647821
117,0.9668538109387486
118,0.7831465285525059
119,0.6825486429841443
120,0.8661276914680874
121,0.6956388377985053
122,0.5970188020958332
123,0.596824431296187
124,0.45162008638709067
125,0.3917609030163345
126,0.5390052415280806
127,0.44775584286393644
128,0.37522056181395613
129,0.24029626551827882
130,0.19564155816254172
131,0.15423460635804273
132,0.10476302223184937
133,0.10242188178209763
134,0.10672616439243048
135,0.09515596109753617
136,0.10431455725622196
137,0.11201052441771514
138,0.08123793897357182
139,0.08068476372193562
140,0.07672920236639022
141,0.041874547467625485
142,0.06190317879502365
143,0.07639466832889785
144,0.6540606575635276
145,0.6664532865836724
146,0.5150739116130948
147,0.5300944045834047
148,0.5438407579780326
149,0.3533996662410479
150,0.3105991970330282
151,0.32299521042388196
152,0.2418251189502964
153,0.3360246475090252
154,0.3292613097990153
155,0.23233479235496923
156,0.1707257597280319
157,0.13293347689871685
158,0.11891850137346704
159,0.09917386774362759
160,0.10799918465137623
161,0.10188125370182391
162,0.16634374907304977
163,0.16754358493000457
164,0.1446629008761264
165,0.10305365156596331
166,0.10300187882814325
167,0.09260449079861796
168,0.06807525958482959
169,0.06828482464381597
170,0.0825846017903453
171,1.110752202565325
172,0.7220613864725933
173,0.5810975478167453
174,1.0709060640216055
175,0.672923174771965
176,0.5356364930444939
177,0.719949055337633
178,0.4714415923042038
179,0.3791802108140848
180,0.40730865125187693
181,0.3234794580954159
182,0.2796980535019233
183,0.21114610534045664
184,0.16975905179800174
185,0.158667799364026
186,0.12425185038860288
187,0.1213960917435329
188,0.11666149130104958
189,0.08819279817023952
190,0.08696460513965762
191,0.07590553327529265
192,0.06716688985259937
193,0.06239840615010901
194,0.06526707853387075
195,0.04941591754746044
196,0.04997899214006352
197,0.05933731292741397
198,0.387976194236384
199,0.2903356409659701
200,0.18325877030583695
201,0.43041252019023774
202,0.329463129072963
203,0.23070847457546942
204,0.3174584163130957
205,0.24581207099051602
206,0.16336669102081722
207,0.2218018553683365
208,0.23464038352727287
209,0.12413307208255493
210,0.08399516107464401
211,0.07278725749382492
212,0.07186640883238998
213,0.09407798183028854
214,0.09517874272256928
215,0.08900832363794998
216,0.10653164475133846
217,0.10427548889458006
218,0.11325193232728759
219,0.08507331654164481
220,0.0801250259571267
221,0.07447721635109386
222,0.08795266809223133
223,0.08590239820677248
224,0.11834171711632432
225,0.3435816345606545
226,0.3464030590772293
227,0.3477525281956103
228,0.33199796884222244
229,0.3557945096021641
230,0.333612274987281
231,0.4925556468751804
232,0.5121134505792979
233,0.5550884069400578
234,0.24799406686728093
235,0.27459263246102167
236,0.2512402150992374
237,0.25319465689586684
238,0.15198891715518387
239,0.17334439414653957
240,0.08833616541908106
241,0.09050646487897773
242,0.10173200570399867
243,0.22879071033392714
244,0.22746863211652862
245,0.21756308916153996
246,0.21238369770773774
247,0.1886039490361609
248,0.16504553774565225
249,0.12886586776601716
250,0.12975000274514414
